,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,1.0,0.0,1.0,3.0,1.5,1.0,0.5,5.0,1.0,6.0,20.0,1.66666666667,10.0,0.833333333333,1.0,0.0,2.0,8.0,2.66666666667,4.0,1.33333333333,5.0,1.0,6.0,20.0,1.66666666667,10.0,0.833333333333,47.0,Balanced,Normal,40.0,Mixed,Organised,41.0,Normal,41.0,Normal,63.0,Normal,Organised,63.0,Medium,54.0,Press,56.0,Normal,Cover,77.0,Fast,Normal,57.0,Mixed,Organised,68.0,Risky,73.0,Lots,29.0,Little,Organised,30.0,Deep,37.0,Press,41.0,Normal,Cover,183.572727273,76.6982836364,183.572727273,76.7807549091,78.81818181818181,83.36363636363636,80.8,72.0,79.75,75.63636363636364,78.27272727272727,75.2,75.5,76.25,14 days 00:00:00.000000000,15 days 00:00:00.000000000,4436,1729,1729,2015/2016,13,2015-11-22,8586,8654,1.57,4.2,6.5,4-2-3-1,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,75.5,,,,4436,1729,1729,2015/2016,13,2015-11-22,8586,8654,1.57,4.2,6.5,4-2-3-1,4-2-3-1,H
0,1.0,1.0,0.0,2.0,1.0,3.0,1.5,4.0,4.0,4.0,11.0,0.916666666667,12.0,1.0,1.0,1.0,1.0,4.0,1.33333333333,3.0,1.0,4.0,4.0,4.0,11.0,0.916666666667,12.0,1.0,61.0,Balanced,Little,52.0,Mixed,Organised,54.0,Normal,42.0,Normal,45.0,Normal,Free Form,38.0,Medium,52.0,Press,45.0,Normal,Cover,38.0,Balanced,Normal,44.0,Mixed,Organised,49.0,Normal,44.0,Normal,40.0,Normal,Organised,54.0,Medium,53.0,Press,56.0,Normal,Cover,182.418181818,77.564232,181.263636364,73.8942603636,73.54545454545455,73.9090909090909,72.6,74.0,74.5,80.63636363636364,83.9090909090909,81.0,84.0,78.5,14 days 00:00:00.000000000,14 days 00:00:00.000000000,4437,1729,1729,2015/2016,13,2015-11-21,9817,10260,4.33,3.4,2.0,4-2-3-1,4-2-2-2,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,1729,1729,2015/2016,13,2015-11-21,9817,10260,4.33,3.4,2.0,4-2-3-1,4-2-2-2,A
0,1.0,1.0,0.0,3.0,1.5,3.0,1.5,4.0,6.0,2.0,10.0,0.833333333333,16.0,1.33333333333,1.0,2.0,0.0,1.0,0.333333333333,4.0,1.33333333333,4.0,6.0,2.0,10.0,0.833333333333,16.0,1.33333333333,62.0,Balanced,Little,51.0,Mixed,Organised,53.0,Normal,50.0,Normal,60.0,Normal,Organised,41.0,Medium,40.0,Press,49.0,Normal,Cover,59.0,Balanced,Normal,30.0,Short,Organised,28.0,Safe,44.0,Normal,46.0,Normal,Free Form,51.0,Medium,44.0,Press,52.0,Normal,Cover,184.034545455,78.471416,182.187272727,76.0797490909,74.72727272727273,75.36363636363636,73.2,76.5,75.75,82.18181818181819,84.0,81.4,81.5,83.5,14 days 00:00:00.000000000,13 days 00:00:00.000000000,4438,1729,1729,2015/2016,13,2015-11-21,8659,9825,7.0,4.33,1.53,4-2-3-1,4-2-3-1,H
0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,10.0,2.0,10.0,0.769230769231,24.0,1.84615384615,0.0,3.0,0.0,1.0,0.333333333333,9.0,3.0,1.0,10.0,2.0,10.0,0.769230769231,24.0,1.84615384615,63.0,Balanced,Normal,54.0,Mixed,Organised,60.0,Normal,48.0,Normal,38.0,Normal,Organised,35.0,Medium,44.0,Press,54.0,Normal,Cover,61.0,Balanced,Little,52.0,Mixed,Organised,54.0,Normal,42.0,Normal,45.0,Normal,Free Form,38.0,Medium,52.0,Press,45.0,Normal,Cover,180.570909091,75.5849214545,183.803636364,77.8116458182,75.63636363636364,77.72727272727273,75.8,75.66666666666667,75.33333333333333,73.45454545454545,74.63636363636364,73.2,74.0,73.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,4439,1729,1729,2015/2016,14,2015-11-28,10252,9817,2.75,3.3,2.8,4-3-3,4-2-3-1,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,4439,1729,1729,2015/2016,14,2015-11-28,10252,9817,2.75,3.3,2.8,4-3-3,4-2-3-1,A
0,0.0,2.0,0.0,1.0,0.5,6.0,3.0,2.0,8.0,3.0,14.0,1.07692307692,27.0,2.07692307692,0.0,2.0,1.0,3.0,1.0,9.0,3.0,2.0,8.0,3.0,14.0,1.07692307692,27.0,2.07692307692,47.0,Balanced,Normal,47.0,Mixed,Organised,49.0,Normal,45.0,Normal,47.0,Normal,Organised,48.0,Medium,50.0,Press,62.0,Normal,Cover,43.0,Balanced,Normal,40.0,Mixed,Organised,39.0,Normal,33.0,Little,63.0,Normal,Organised,52.0,Medium,58.0,Press,59.0,Normal,Cover,182.649090909,78.8837723636,184.496363636,79.0074792727,71.9090909090909,74.18181818181819,73.0,71.0,71.0,77.54545454545455,82.54545454545455,75.8,79.5,78.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,4440,1729,1729,2015/2016,14,2015-11-28,8678,8668,2.9,3.6,2.5,4-5-1,4-2-3-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,4440,1729,1729,2015/2016,14,2015-11-28,8678,8668,2.9,3.6,2.5,4-5-1,4-2-3-1,D
0,0.0,2.0,1.0,1.0,0.333333333333,4.0,1.33333333333,6.0,6.0,1.0,14.0,1.07692307692,13.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,6.0,6.0,1.0,14.0,1.07692307692,13.0,1.0,61.0,Balanced,Normal,67.0,Long,Organised,67.0,Risky,69.0,Lots,50.0,Normal,Organised,36.0,Medium,34.0,Press,41.0,Normal,Cover,58.0,Balanced,Normal,49.0,Mixed,Organised,47.0,Normal,54.0,Normal,46.0,Normal,Organised,41.0,Medium,39.0,Press,51.0,Normal,Cover,184.034545455,77.6467032727,180.801818182,76.9044618182,75.81818181818181,77.36363636363636,75.6,77.5,75.25,75.27272727272727,78.0909090909091,74.0,74.5,77.25,5 days 00:00:00.000000000,7 days 00:00:00.000000000,4441,1729,1729,2015/2016,14,2015-11-28,9826,10261,1.7,3.9,5.5,4-2-3-1,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4441,1729,1729,2015/2016,14,2015-11-28,9826,10261,1.7,3.9,5.5,4-2-3-1,4-2-3-1,H
0,2.0,0.0,0.0,3.0,1.5,1.0,0.5,8.0,1.0,4.0,28.0,2.15384615385,20.0,1.53846153846,2.0,0.0,1.0,8.0,2.66666666667,4.0,1.33333333333,8.0,1.0,4.0,28.0,2.15384615385,20.0,1.53846153846,63.0,Balanced,Normal,60.0,Mixed,Organised,47.0,Normal,64.0,Normal,46.0,Normal,Organised,58.0,Medium,65.0,Press,55.0,Normal,Cover,38.0,Balanced,Normal,44.0,Mixed,Organised,49.0,Normal,44.0,Normal,40.0,Normal,Organised,54.0,Medium,53.0,Press,56.0,Normal,Cover,179.878181818,76.1622203636,182.187272727,75.0900938182,74.45454545454545,76.0,74.4,73.5,76.5,80.18181818181819,83.27272727272727,77.75,81.5,81.66666666666667,7 days 00:00:00.000000000,7 days 00:00:00.000000000,4442,1729,1729,2015/2016,14,2015-11-28,8197,10260,3.1,3.5,2.4,4-4-2,3-5-2,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,4442,1729,1729,2015/2016,14,2015-11-28,8197,10260,3.1,3.5,2.4,4-4-2,3-5-2,D
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,,,,,,,4442,1729,1729,2015/2016,14,2015-11-28,8197,10260,3.1,3.5,2.4,4-4-2,3-5-2,D
0,0.0,1.0,1.0,2.0,1.0,3.0,1.5,5.0,3.0,5.0,17.0,1.30769230769,15.0,1.15384615385,2.0,0.0,1.0,7.0,2.33333333333,2.0,0.666666666667,5.0,3.0,5.0,17.0,1.30769230769,15.0,1.15384615385,66.0,Balanced,Normal,45.0,Mixed,Organised,34.0,Normal,34.0,Normal,46.0,Normal,Organised,51.0,Medium,52.0,Press,61.0,Normal,Cover,45.0,Balanced,Normal,42.0,Mixed,Organised,34.0,Normal,36.0,Normal,55.0,Normal,Free Form,31.0,Deep,47.0,Press,42.0,Normal,Cover,181.725454545,77.2343469091,181.494545455,78.471416,78.63636363636364,82.0,79.0,77.5,78.75,76.18181818181819,77.63636363636364,75.2,77.0,77.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,4443,1729,1729,2015/2016,14,2015-11-29,8650,10003,1.44,4.75,8.0,4-2-3-1,4-2-3-1,H
0,2.0,1.0,0.0,8.0,2.66666666667,6.0,2.0,8.0,3.0,2.0,27.0,2.07692307692,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,27.0,2.07692307692,13.0,1.0,59.0,Balanced,Normal,29.0,Short,Free Form,38.0,Normal,36.0,Normal,24.0,Little,Free Form,48.0,Medium,47.0,Press,54.0,Normal,Cover,52.0,Balanced,Little,46.0,Mixed,Organised,42.0,Normal,54.0,Normal,30.0,Little,Organised,50.0,Medium,65.0,Press,44.0,Normal,Cover,179.647272727,75.4612145455,183.341818182,80.1620770909,81.63636363636364,82.63636363636364,80.2,78.5,85.0,76.36363636363636,79.27272727272727,77.2,75.0,76.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,4444,1729,1729,2015/2016,14,2015-11-28,8456,8466,1.6,4.33,6.0,4-2-3-1,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4444,1729,1729,2015/2016,14,2015-11-28,8456,8466,1.6,4.33,6.0,4-2-3-1,4-2-3-1,H
0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,3.0,7.0,3.0,16.0,1.23076923077,24.0,1.84615384615,0.0,3.0,0.0,3.0,1.0,9.0,3.0,3.0,7.0,3.0,16.0,1.23076923077,24.0,1.84615384615,45.0,Balanced,Normal,55.0,Mixed,Organised,46.0,Normal,54.0,Normal,47.0,Normal,Organised,38.0,Medium,39.0,Press,51.0,Normal,Cover,59.0,Balanced,Normal,30.0,Short,Organised,28.0,Safe,44.0,Normal,46.0,Normal,Free Form,51.0,Medium,44.0,Press,52.0,Normal,Cover,180.570909091,75.9560421818,182.187272727,75.4612145455,72.27272727272727,73.9090909090909,73.6,71.0,71.25,82.18181818181819,83.63636363636364,81.4,80.5,84.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,4445,1729,1729,2015/2016,14,2015-11-29,9850,9825,6.0,4.2,1.62,4-2-3-1,4-2-3-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,72.0,,,,,,,,4445,1729,1729,2015/2016,14,2015-11-29,9850,9825,6.0,4.2,1.62,4-2-3-1,4-2-3-1,D
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,4445,1729,1729,2015/2016,14,2015-11-29,9850,9825,6.0,4.2,1.62,4-2-3-1,4-2-3-1,D
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,1729,1729,2015/2016,14,2015-11-29,9850,9825,6.0,4.2,1.62,4-2-3-1,4-2-3-1,D
0,1.0,1.0,0.0,3.0,1.5,1.0,0.5,2.0,8.0,3.0,14.0,1.07692307692,26.0,2.0,1.0,2.0,0.0,3.0,1.0,7.0,2.33333333333,2.0,8.0,3.0,14.0,1.07692307692,26.0,2.0,43.0,Balanced,Normal,51.0,Mixed,Organised,59.0,Normal,50.0,Normal,55.0,Normal,Organised,47.0,Medium,45.0,Press,49.0,Normal,Cover,48.0,Balanced,Normal,49.0,Mixed,Organised,51.0,Normal,59.0,Normal,49.0,Normal,Organised,44.0,Medium,37.0,Press,51.0,Normal,Cover,183.803636364,78.5538872727,184.265454545,79.6260138182,75.36363636363636,77.27272727272727,75.25,74.6,77.5,77.0909090909091,79.0909090909091,76.8,76.0,78.0,5 days 00:00:00.000000000,7 days 00:00:00.000000000,4446,1729,1729,2015/2016,14,2015-11-28,8472,10194,3.2,3.3,2.45,3-5-2,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,4446,1729,1729,2015/2016,14,2015-11-28,8472,10194,3.2,3.3,2.45,3-5-2,4-2-3-1,H
0,2.0,0.0,1.0,7.0,2.33333333333,2.0,0.666666666667,6.0,1.0,6.0,24.0,1.84615384615,11.0,0.846153846154,1.0,0.0,1.0,6.0,3.0,2.0,1.0,6.0,1.0,6.0,24.0,1.84615384615,11.0,0.846153846154,47.0,Balanced,Normal,40.0,Mixed,Organised,41.0,Normal,41.0,Normal,63.0,Normal,Organised,63.0,Medium,54.0,Press,56.0,Normal,Cover,67.0,Fast,Normal,36.0,Mixed,Organised,41.0,Normal,34.0,Normal,44.0,Normal,Organised,39.0,Medium,41.0,Press,46.0,Normal,Cover,182.649090909,75.9560421818,182.649090909,77.8116458182,79.27272727272727,82.81818181818181,80.8,74.5,79.75,83.0909090909091,84.9090909090909,81.0,85.5,84.5,7 days 00:00:00.000000000,8 days 00:00:00.000000000,4447,1729,1729,2015/2016,14,2015-11-29,8586,8455,2.6,3.4,2.9,4-2-3-1,4-2-3-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,,,4447,1729,1729,2015/2016,14,2015-11-29,8586,8455,2.6,3.4,2.9,4-2-3-1,4-2-3-1,D
0,1.0,0.0,1.0,3.0,1.5,2.0,1.0,6.0,4.0,3.0,24.0,1.84615384615,20.0,1.53846153846,1.0,2.0,0.0,4.0,1.33333333333,7.0,2.33333333333,6.0,4.0,3.0,24.0,1.84615384615,20.0,1.53846153846,77.0,Fast,Normal,57.0,Mixed,Organised,68.0,Risky,73.0,Lots,29.0,Little,Organised,30.0,Deep,37.0,Press,41.0,Normal,Cover,62.0,Balanced,Little,51.0,Mixed,Organised,53.0,Normal,50.0,Normal,60.0,Normal,Organised,41.0,Medium,40.0,Press,49.0,Normal,Cover,182.649090909,77.5229963636,184.727272727,78.8425367273,75.81818181818181,78.81818181818181,76.4,74.5,75.75,74.9090909090909,75.54545454545455,73.6,76.5,75.75,7 days 00:00:00.000000000,8 days 00:00:00.000000000,4448,1729,1729,2015/2016,14,2015-11-29,8654,8659,2.05,3.5,4.0,4-2-3-1,4-2-3-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4448,1729,1729,2015/2016,14,2015-11-29,8654,8659,2.05,3.5,4.0,4-2-3-1,4-2-3-1,D
0,1.0,0.0,1.0,3.0,1.5,2.0,1.0,8.0,3.0,3.0,24.0,1.71428571429,12.0,0.857142857143,1.0,1.0,1.0,5.0,1.66666666667,3.0,1.0,8.0,3.0,3.0,24.0,1.71428571429,12.0,0.857142857143,59.0,Balanced,Normal,30.0,Short,Organised,28.0,Safe,44.0,Normal,46.0,Normal,Free Form,51.0,Medium,44.0,Press,52.0,Normal,Cover,43.0,Balanced,Normal,51.0,Mixed,Organised,59.0,Normal,50.0,Normal,55.0,Normal,Organised,47.0,Medium,45.0,Press,49.0,Normal,Cover,183.572727273,76.6982836364,185.42,79.5847781818,80.63636363636364,83.18181818181819,81.4,79.0,80.5,73.9090909090909,76.9090909090909,74.16666666666667,73.0,76.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,4449,1729,1729,2015/2016,15,2015-12-05,9825,8472,1.29,6.0,13.0,4-2-3-1,5-4-1,H
0,1.0,1.0,0.0,2.0,1.0,3.0,1.5,4.0,7.0,3.0,17.0,1.21428571429,23.0,1.64285714286,0.0,2.0,1.0,1.0,0.333333333333,3.0,1.0,4.0,7.0,3.0,17.0,1.21428571429,23.0,1.64285714286,67.0,Fast,Normal,36.0,Mixed,Organised,41.0,Normal,34.0,Normal,44.0,Normal,Organised,39.0,Medium,41.0,Press,46.0,Normal,Cover,47.0,Balanced,Normal,47.0,Mixed,Organised,49.0,Normal,45.0,Normal,47.0,Normal,Organised,48.0,Medium,50.0,Press,62.0,Normal,Cover,182.418181818,77.8116458182,181.956363636,78.017824,83.0909090909091,85.72727272727273,81.0,85.5,84.5,71.54545454545455,74.18181818181819,72.2,73.0,70.6,6 days 00:00:00.000000000,7 days 00:00:00.000000000,4450,1729,1729,2015/2016,15,2015-12-05,8455,8678,1.36,5.25,9.5,4-2-3-1,4-1-4-1,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,,,4450,1729,1729,2015/2016,15,2015-12-05,8455,8678,1.36,5.25,9.5,4-2-3-1,4-1-4-1,A
0,2.0,0.0,0.0,10.0,5.0,2.0,1.0,5.0,3.0,6.0,27.0,1.92857142857,19.0,1.35714285714,0.0,1.0,2.0,5.0,1.66666666667,6.0,2.0,5.0,3.0,6.0,27.0,1.92857142857,19.0,1.35714285714,43.0,Balanced,Normal,40.0,Mixed,Organised,39.0,Normal,33.0,Little,63.0,Normal,Organised,52.0,Medium,58.0,Press,59.0,Normal,Cover,61.0,Balanced,Normal,67.0,Long,Organised,67.0,Risky,69.0,Lots,50.0,Normal,Organised,36.0,Medium,34.0,Press,41.0,Normal,Cover,184.034545455,78.5538872727,184.727272727,78.7188298182,77.27272727272727,82.18181818181819,75.8,78.0,78.75,75.81818181818181,77.0,75.6,77.0,75.0,9 days 00:00:00.000000000,9 days 00:00:00.000000000,4451,1729,1729,2015/2016,15,2015-12-07,8668,9826,2.1,3.6,3.75,4-2-3-1,4-3-3,D
0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,2.0,4.0,20.0,1.42857142857,10.0,0.714285714286,1.0,0.0,2.0,3.0,1.0,2.0,0.666666666667,8.0,2.0,4.0,20.0,1.42857142857,10.0,0.714285714286,38.0,Balanced,Normal,44.0,Mixed,Organised,49.0,Normal,44.0,Normal,40.0,Normal,Organised,54.0,Medium,53.0,Press,56.0,Normal,Cover,77.0,Fast,Normal,57.0,Mixed,Organised,68.0,Risky,73.0,Lots,29.0,Little,Organised,30.0,Deep,37.0,Press,41.0,Normal,Cover,183.110909091,75.3375076364,184.727272727,78.0590596364,78.9090909090909,82.81818181818181,78.8,84.0,76.5,76.54545454545455,77.81818181818181,76.4,76.66666666666667,76.66666666666667,7 days 00:00:00.000000000,6 days 00:00:00.000000000,4452,1729,1729,2015/2016,15,2015-12-05,10260,8654,1.44,4.5,9.0,4-2-3-1,4-3-3,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666666666667,,,,4452,1729,1729,2015/2016,15,2015-12-05,10260,8654,1.44,4.5,9.0,4-2-3-1,4-3-3,D
0,0.0,1.0,1.0,0.0,0.0,3.0,1.5,2.0,8.0,4.0,14.0,1.0,30.0,2.14285714286,1.0,2.0,0.0,2.0,0.666666666667,8.0,2.66666666667,2.0,8.0,4.0,14.0,1.0,30.0,2.14285714286,58.0,Balanced,Normal,49.0,Mixed,Organised,47.0,Normal,54.0,Normal,46.0,Normal,Organised,41.0,Medium,39.0,Press,51.0,Normal,Cover,66.0,Balanced,Normal,45.0,Mixed,Organised,34.0,Normal,34.0,Normal,46.0,Normal,Organised,51.0,Medium,52.0,Press,61.0,Normal,Cover,181.494545455,78.1415309091,180.34,75.4199789091,75.45454545454545,77.63636363636364,73.8,76.75,77.0,78.72727272727273,81.63636363636364,79.0,78.66666666666667,78.33333333333333,8 days 00:00:00.000000000,7 days 00:00:00.000000000,4453,1729,1729,2015/2016,15,2015-12-06,10261,8650,5.75,4.33,1.62,4-5-1,4-3-3,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4453,1729,1729,2015/2016,15,2015-12-06,10261,8650,5.75,4.33,1.62,4-5-1,4-3-3,H
0,1.0,1.0,0.0,2.0,1.0,1.0,0.5,5.0,4.0,5.0,20.0,1.42857142857,17.0,1.21428571429,1.0,1.0,1.0,3.0,1.0,4.0,1.33333333333,5.0,4.0,5.0,20.0,1.42857142857,17.0,1.21428571429,52.0,Balanced,Little,46.0,Mixed,Organised,42.0,Normal,54.0,Normal,30.0,Little,Organised,50.0,Medium,65.0,Press,44.0,Normal,Cover,63.0,Balanced,Normal,54.0,Mixed,Organised,60.0,Normal,48.0,Normal,38.0,Normal,Organised,35.0,Medium,44.0,Press,54.0,Normal,Cover,182.88,78.8013010909,184.034545455,79.1311861818,77.54545454545455,80.36363636363636,78.2,76.0,77.5,75.36363636363636,77.72727272727273,75.4,75.66666666666667,75.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,4454,1729,1729,2015/2016,15,2015-12-05,8466,10252,1.5,4.5,7.5,4-2-3-1,4-3-3,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,,,,,4454,1729,1729,2015/2016,15,2015-12-05,8466,10252,1.5,4.5,7.5,4-2-3-1,4-3-3,D
0,1.0,1.0,0.0,1.0,0.5,2.0,1.0,5.0,5.0,4.0,11.0,0.785714285714,14.0,1.0,1.0,1.0,1.0,1.0,0.333333333333,2.0,0.666666666667,5.0,5.0,4.0,11.0,0.785714285714,14.0,1.0,48.0,Balanced,Normal,49.0,Mixed,Organised,51.0,Normal,59.0,Normal,49.0,Normal,Organised,44.0,Medium,37.0,Press,51.0,Normal,Cover,59.0,Balanced,Normal,29.0,Short,Free Form,38.0,Normal,36.0,Normal,24.0,Little,Free Form,48.0,Medium,47.0,Press,54.0,Normal,Cover,184.496363636,79.5435425455,180.801818182,77.3580538182,77.45454545454545,79.45454545454545,77.0,76.0,78.75,82.0909090909091,83.0909090909091,81.6,79.0,84.25,7 days 00:00:00.000000000,7 days 00:00:00.000000000,4455,1729,1729,2015/2016,15,2015-12-05,10194,8456,5.25,4.0,1.7,4-2-3-1,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,,,,,,,,,4455,1729,1729,2015/2016,15,2015-12-05,10194,8456,5.25,4.0,1.7,4-2-3-1,4-2-3-1,H
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455,1729,1729,2015/2016,15,2015-12-05,10194,8456,5.25,4.0,1.7,4-2-3-1,4-2-3-1,H
0,0.0,1.0,1.0,2.0,1.0,5.0,2.5,3.0,6.0,5.0,14.0,1.0,19.0,1.35714285714,1.0,2.0,0.0,2.0,0.666666666667,3.0,1.0,3.0,6.0,5.0,14.0,1.0,19.0,1.35714285714,45.0,Balanced,Normal,42.0,Mixed,Organised,34.0,Normal,36.0,Normal,55.0,Normal,Free Form,31.0,Deep,47.0,Press,42.0,Normal,Cover,63.0,Balanced,Normal,60.0,Mixed,Organised,47.0,Normal,64.0,Normal,46.0,Normal,Organised,58.0,Medium,65.0,Press,55.0,Normal,Cover,181.032727273,78.1002952727,180.801818182,76.4921054545,76.36363636363636,77.81818181818181,75.2,76.5,77.75,74.0,75.54545454545455,74.4,73.5,74.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,4456,1729,1729,2015/2016,15,2015-12-05,10003,8197,2.7,3.4,2.75,4-2-3-1,4-4-2,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,1729,1729,2015/2016,15,2015-12-05,10003,8197,2.7,3.4,2.75,4-2-3-1,4-4-2,A
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,1729,1729,2015/2016,15,2015-12-05,10003,8197,2.7,3.4,2.75,4-2-3-1,4-4-2,A
